"","post.id","post.link","post.data.id","post.date.raw","post.title","post.type","post.price","post.subcl","post.subcltype","post.loc","post.text","post.date","post.last.update","post.pics","cityurl","subcl"
"170","4655645111","http://poconos.craigslist.org/cas/4655645111.html","4655645111","Sep 6","Do you love giving HEAD?","m4w","28","cas","casual encounters","Greentown/Mountainhome/Cresco/Mt Pocono","Just looking for that freaky female (open to age) who knows how to give head and loves doing it. No games, no drama, no strings. Just fun! I'm rock hard and waiting for a local woman to respond! If you are her, reply with GIVE YOU HEAD in the subject line and send a photo. I'm looking for today and tonight (can be late), and as long as this ad is active, so let's set something up!! Cell phone numbers in your email get a faster response!!!!","2014-09-06T16:05:42-0400","2014-09-06T16:06:32-0400",0,"http://poconos.craigslist.org","ppp"
"171","4655699946","http://poconos.craigslist.org/cas/4655699946.html","4655699946","Sep 6","looking for hard cock to suck","m4m","46","cas","casual encounters","dingmans","Horny as hell and want to suck a big cock or two and swallow a few hot loads of cum outside somewhere","2014-09-06T16:39:28-0400","2014-09-06T16:39:28-0400",2,"http://poconos.craigslist.org","ppp"
"172","4655739882","http://poconos.craigslist.org/cas/4655739882.html","4655739882","Sep 6","Looking for added fun","mw4m","28","cas","casual encounters","Couples Resort","We are a 28 Year old white couple looking for a white male ages 25-40 with a dick that is 6in or larger and must be cut,also no one over weight a little chub is fine but no fatty's. No other males need respond unless you fit above description. We are looking to either have 3 sum or maybe even gang bang my wife lets see how many replies we get. Must be disease free and willing to perform in front of husband. We are coming up to a couples resort from Sept. 7-10th so please reply asap. Your pic will get more of ours, no just dick pics though face pics with cock able to be seen will get our full frontal pics in return.","2014-09-06T17:04:48-0400","2014-09-06T17:04:48-0400",0,"http://poconos.craigslist.org","ppp"
"173","4655742526","http://poconos.craigslist.org/cas/4655742526.html","4655742526","Sep 6","big white ass for big dick","m4m","22","cas","casual encounters",NA,"Looking in stroudsburg pa for a huge man. I'm 22 curvy looking just to fuck and suck can't host.. maybe find somewhere to please you Huy me up if you like it","2014-09-06T17:06:30-0400","2014-09-06T17:06:31-0400",3,"http://poconos.craigslist.org","ppp"
"174","4655825015","http://poconos.craigslist.org/cas/4655825015.html","4655825015","Sep 6","Woman needed for 3some","mw4w",NA,"cas","casual encounters","Hamlin","Looking for 1 woman to help me pleasure my husband amongst other things. Were as real as can be late 20's fit and attractive looking for tonight since we have the time and can host. Were both clean DDF. We drink socially. Serious replys only. Looking to do this soon.","2014-09-06T18:02:28-0400","2014-09-07T08:22:52-0400",0,"http://poconos.craigslist.org","ppp"
"175","4655829440","http://poconos.craigslist.org/stp/4655829440.html","4655829440","Sep 6","Looking  for nice chat/email kik etc","m4w","46","stp","strictly platonic","Bushkill","Hi, just looking to shoot the breeze. Seems the woman looking for men spot is a waste. Thought I take one shot at this. I'm not a big sleeper so free most times, can talk about most anything. I'm from Tennessee, currently on a mountain here the last 4 years. Not going to ramble on about myself but don't mind answering anything. Thanks for reading.","2014-09-06T18:05:39-0400","2014-09-06T18:10:20-0400",0,"http://poconos.craigslist.org","ppp"
"176","4655859603","http://poconos.craigslist.org/cas/4655859603.html","4655859603","Sep 6","22 years looking to have fun","m4w","22","cas","casual encounters","Quakertown","Young guys looking for some girls to hang out with tonight. Were are in our twenties and outgoing.  Were hanging out riding 4 wheelers and drinking. Were up here at my mountain house and looking to party. Reply email","2014-09-06T18:27:25-0400","2014-09-06T18:33:44-0400",0,"http://poconos.craigslist.org","ppp"
"177","4655860173","http://poconos.craigslist.org/cas/4655860173.html","4655860173","Sep 6","anyone wanna meet at the abs?","m4m",NA,"cas","casual encounters","bartonsville","Anyone that is under 40 and wants to meet at the adult bookstore for fun. ..please be under 40. .hwp..Std free...clean showered and discreet. ..I am 43.  5'8""  average.  Brown/hazel. ...","2014-09-06T18:27:49-0400","2014-09-06T18:27:49-0400",0,"http://poconos.craigslist.org","ppp"
"178","4655874003","http://poconos.craigslist.org/cas/4655874003.html","4655874003","Sep 6","young cock in my mouth 18","m4m","43","cas","casual encounters","in my mouth","Hi guys I am looking to suck alot of cock. I am 43 and confident with my looks. And I'm so hungry for young man cock in mouth. 18-30 no married men. Five 7. 0 4 two six 0 one 9three  I know you boys are horny and looking to get blown so don't be shy. Let me help you drain your big balls. E.s.u. boys front of the line. Tell your buddies and I'll take care of both of you. Let's have some fun.","2014-09-06T18:38:12-0400","2014-09-06T18:38:12-0400",0,"http://poconos.craigslist.org","ppp"
"179","4655882000","http://poconos.craigslist.org/cas/4655882000.html","4655882000","Sep 6","Normal Masc Bottom looking for GL Hung Top","m4m","27","cas","casual encounters",NA,"Clean good looking hwp masc white bottom here!
Looking for good looking hwp hung top to fuck me and get deep throated
Can't host but into outdoors/public or car play!
If interested in getting your dick wet message with some pics. trade numbers? 6' 200lbs built body","2014-09-06T18:44:17-0400","2014-09-06T18:44:17-0400",0,"http://poconos.craigslist.org","ppp"
"180","4655882340","http://poconos.craigslist.org/cas/4655882340.html","4655882340","Sep 6","Like Trannies?","m4m","45","cas","casual encounters","you host","Me too looking for another MWM that like to watch tranny porn and CD a little like myself into nip play and toys and more get back to me if interested in ongoing we can trade stats pics and # 's for texting","2014-09-06T18:44:33-0400","2014-09-06T18:44:33-0400",0,"http://poconos.craigslist.org","ppp"
"181","4655953526","http://poconos.craigslist.org/cas/4655953526.html","4655953526","Sep 6","Special GURLS click HERE","m4t","30","cas","casual encounters","POCONOS NEPA","Hello. I am hoping to find ONE local gurl for ongoing, hot, and discreet fun.
Please only respond if you are genuinely looking, want to play, and...
...if you are CD or TS gurl; all are welcome to inquire within...
I am insatiable, freaky and open-minded. You be as well.
Please be able to email clearlyand talk/text AND host.
***** T GURL in the subject guarantees a response.
Any pics/cell phone numbers receive a quick reply!
Let's play and have some hot fun, gurls...","2014-09-06T19:41:21-0400","2014-09-06T19:41:21-0400",0,"http://poconos.craigslist.org","ppp"
"182","4656012182","http://poconos.craigslist.org/cas/4656012182.html","4656012182","Sep 6","any young asian or black looking","m4m","45","cas","casual encounters","stroudsburg","dad seeks young asian or black cock to please. im fit, clean, discrete can host or travel. send stats/pic and txt number to speed this up. not into endless emails. hmu","2014-09-06T20:32:40-0400","2014-09-06T20:32:40-0400",0,"http://poconos.craigslist.org","ppp"
"183","4656033298","http://poconos.craigslist.org/cas/4656033298.html","4656033298","Sep 6","I want to kiss a black girl","m4w","41","cas","casual encounters","lehighton","kiss a black girl - m4w (lehighton )
I have a strong desire to kiss a pretty black lady. This is nothing more nor do I expect it to lead to sex. 
I can help you out so respond for more details.","2014-09-06T20:52:13-0400","2014-09-06T20:52:13-0400",0,"http://poconos.craigslist.org","ppp"
"184","4656037180","http://poconos.craigslist.org/cas/4656037180.html","4656037180","Sep 6","let's get together and 69 tonite","m4w","48","cas","casual encounters","mt pocono","nice , sexy , intelligent married guy here, seeking the same in a girl
for some hot 69 tonight. I will lick you until you cum
as many times as you can take it. Into girls who get REALLY wet
and cum a lot. I am clean and safe and polite","2014-09-06T20:55:51-0400","2014-09-06T20:55:51-0400",0,"http://poconos.craigslist.org","ppp"
"185","4656038626","http://poconos.craigslist.org/cas/4656038626.html","4656038626","Sep 6","Right now","mw4w",NA,"cas","casual encounters","Poconos","Wanted a cute girl to take full advantage of my bitch now she just wants to be licked. Will give anything for right chick party  drink what ever u want  send picture and hurry","2014-09-06T20:57:13-0400","2014-09-06T20:57:13-0400",0,"http://poconos.craigslist.org","ppp"
"186","4656084529","http://poconos.craigslist.org/m4w/4656084529.html","4656084529","Sep 6","Looking for a FWB",NA,"34","m4w","men seeking women",NA,"Not against a serious relationship, just not at that point right now. About myself: mid thirties, single, 6' athletic build, educated, good job, good life, attractive (at least I'm told) sane, safe, dis free (with recent papers to prove it). Eight and a half inches, strong libido and very long lasting, if that matters..lol. Don't feel comfortable putting a face pic of myself on cl, I think most can understand that. I posted before and couldn't believe the amount of spam responses I received, makes you wonder if anyone is sincere on this site. I guess that it what you get for free. If you do decide to respond please refer to something in this ad or I'll assume that it is spam. So if you're looking for the same situation, would be nice to hear from you, a pic wouldn't hurt either.","2014-09-06T21:42:38-0400","2014-09-06T21:42:38-0400",0,"http://poconos.craigslist.org","ppp"
"187","4656117410","http://poconos.craigslist.org/cas/4656117410.html","4656117410","Sep 6","calling all CDs","m4m",NA,"cas","casual encounters","hotel","looking for a crossdresser to put on a show for me in my room.  im 28 bi and looking to have a wild night with the right person. 7"" cut thick mainly top but will bottom for the right guy. if you are into crossdressing and want to come over for some fun, hit me up. i am willing to meet somewhere before hand to make sure things work and then give you my room key.  ill also have drinks in the room and can order in some room service.  
Send me your stats and picture with what kind of things you are in to and lets get this going. i am here until Tuesday so if not tonight we can still plan something for the next few days.
your pictures gets mine and ill take some new ones for you however you want me","2014-09-06T22:17:40-0400","2014-09-06T22:17:40-0400",0,"http://poconos.craigslist.org","ppp"
"188","4656120034","http://poconos.craigslist.org/cas/4656120034.html","4656120034","Sep 6","any guys in the slatebelt","m4m",NA,"cas","casual encounters","pen argyl","looking for a top in the slatebelt,iam open to ages 18-50.iam very staright acting 6'1 245 lbs","2014-09-06T22:20:39-0400","2014-09-06T22:20:39-0400",0,"http://poconos.craigslist.org","ppp"
"189","4656138896","http://poconos.craigslist.org/cas/4656138896.html","4656138896","Sep 6","married master seeking nasty slut to sext with","m4w","49","cas","casual encounters","tobyhanna","Sexy married dominant guy looking for a very nasty slut to sext with and maybe meet if we hit it off","2014-09-06T22:42:03-0400","2014-09-06T22:42:03-0400",0,"http://poconos.craigslist.org","ppp"
"190","4656139771","http://poconos.craigslist.org/cas/4656139771.html","4656139771","Sep 6","Need a nice cock to suck and ride","m4m","48","cas","casual encounters","tobyhanna","laidback , attractive, bi married guy here , 6' 220, brown hair, hazel eyes, beard, 6.5"" cut cock.
looking for a safe, clean guy who wants to a nice slow wet blowjob, then when you're nice
and hard you can slide it in my hot ass and fuck me with a condom. I am into more as well ,
just tell me what you like. I can't host, looking to come to your place around 7-8 tonite
please be clean and safe","2014-09-06T22:43:08-0400","2014-09-06T22:43:08-0400",0,"http://poconos.craigslist.org","ppp"
"191","4656149560","http://poconos.craigslist.org/mis/4656149560.html","4656149560","Sep 6","The gap diner","m4w",NA,"mis","missed connections","Wind gap","You were my waitress tonight.    Have to say you are very cute! You have a smile that can light up a room...     I didn't catch your name unfortunately but I plan on coming back next Saturday to see you again.    Iam hoping you are single.  I would love to take you out on a date","2014-09-06T22:55:09-0400","2014-09-06T22:55:09-0400",0,"http://poconos.craigslist.org","ppp"
"192","4656219106","http://poconos.craigslist.org/cas/4656219106.html","4656219106","Sep 7","looking for master","m4m","50","cas","casual encounters","stroudsburg","I am in the hotel. Looking for now. Need to be dominated - 50yo, first timer... my loss your gain. Do me like a pussy i am.","2014-09-07T00:32:53-0400","2014-09-07T00:32:53-0400",0,"http://poconos.craigslist.org","ppp"
"193","4656258833","http://poconos.craigslist.org/cas/4656258833.html","4656258833","Sep 7","Looking for some fun tonight!","m4w","35","cas","casual encounters","poconos","I'm hosting...just looking to have some late night fun with someone. no strings or any of that BS. Please send a pic so I know who I'm speaking with.","2014-09-07T01:48:28-0400","2014-09-07T01:48:28-0400",0,"http://poconos.craigslist.org","ppp"
"194","4656290813","http://poconos.craigslist.org/cas/4656290813.html","4656290813","Sep 7","Looking for a casual play","m4w","19","cas","casual encounters","Stroudsburg","Looking to fool around with somebody, have some fun and enjoy ourselves. Even if it's laying back, cuddling and watching netflix. If interested at all email with ""Mounties"" in the title. If you have anything else in mind, I'm open to hear it. I have no problem sending pics in return for yours.  Hoping to find someone soon, I think this should be interesting.","2014-09-07T03:16:18-0400","2014-09-07T03:16:18-0400",0,"http://poconos.craigslist.org","ppp"
"195","4656351434","http://poconos.craigslist.org/cas/4656351434.html","4656351434","Sep 7","all yours","m4m",NA,"cas","casual encounters","bushkill","4 day load here, anybody interested?????? Near bushkill here, let's chat and see what happens,,,,,","2014-09-07T07:28:42-0400","2014-09-07T07:28:42-0400",0,"http://poconos.craigslist.org","ppp"
"196","4656377817","http://poconos.craigslist.org/cas/4656377817.html","4656377817","Sep 7","COUPLE WITH BI CURIOUS MALE","mw4t",NA,"cas","casual encounters","NEPA","Looking for a pass CD to play with. Must fully dress and go out dressed. We would meet in a public place first for drinks and if all click go from there. Non smokers only, no drugs to include poppers and we only play safe. We will not respont to one liners and will not respond if you dont send a full body picture. G do not need to see face.","2014-09-07T08:24:30-0400","2014-09-07T08:24:30-0400",2,"http://poconos.craigslist.org","ppp"
"197","4656389714","http://poconos.craigslist.org/cas/4656389714.html","4656389714","Sep 7","Looking for cpl","mw4mw","55","cas","casual encounters","pocono","We are a mature cpl look for some fun would have to meet to see if interest are alike not sure we're it would go pls only real cpl reply and we can go from there","2014-09-07T08:42:42-0400","2014-09-07T08:42:42-0400",0,"http://poconos.craigslist.org","ppp"
"198","4656395118","http://poconos.craigslist.org/stp/4656395118.html","4656395118","Sep 7","Model for me","m4w","34","stp","strictly platonic","lehigh valley","nice built normal cool guy
seen other ads asking for women to model for a ""semi pro"" yeah ok
about semi as me..think its sexy to see sexy women pose.and if that might turn you on
then reply..im 5'10 204 ..never done nothing like this before..seen that ad and was like humm
please be decent shape...not model but cute...also we could chat.. drink.. watch movie first.
change subject to semi...lol","2014-09-07T08:50:33-0400","2014-09-07T08:50:33-0400",0,"http://poconos.craigslist.org","ppp"
"199","4656398710","http://poconos.craigslist.org/cas/4656398710.html","4656398710","Sep 7","Looking to trade cock slut info",NA,"22","cas","casual encounters","Carbon county","I am looking to trade info on cock sluts 
I made a pact with mine that I would help her find a new guy
She is a sub open to almost anything 
Please respond with a pic of yours 
Please be in carbon county area 
No drama or bs","2014-09-07T08:55:22-0400","2014-09-07T08:55:22-0400",0,"http://poconos.craigslist.org","ppp"
"200","4656403271","http://poconos.craigslist.org/cas/4656403271.html","4656403271","Sep 7","420 friends with benefits","m4w","46","cas","casual encounters",NA,"Hi I am looking for someone who likes to 420 and I am looking for someone to be a friend with benefits","2014-09-07T09:01:28-0400","2014-09-07T09:01:28-0400",0,"http://poconos.craigslist.org","ppp"
"201","4656410631","http://poconos.craigslist.org/cas/4656410631.html","4656410631","Sep 7","suck me","m4m",NA,"cas","casual encounters","mt pocono area","have a problem with ed but needing to have my cock sucke before noon today can anyone help, also if you have a blue pill would appreciate it, i need to cum, been some time","2014-09-07T09:10:44-0400","2014-09-07T09:10:44-0400",0,"http://poconos.craigslist.org","ppp"
"202","4656423479","http://poconos.craigslist.org/cas/4656423479.html","4656423479","Sep 7","Who needs pre game be","m4m","45","cas","casual encounters","Hickory run hosting","Looking for under 35 to white dudes in need of NSA head.  U come by I'll suck swallow u leave. Send stats","2014-09-07T09:25:27-0400","2014-09-07T09:25:27-0400",0,"http://poconos.craigslist.org","ppp"
"203","4656433651","http://poconos.craigslist.org/cas/4656433651.html","4656433651","Sep 7","all natural","m4mw",NA,"cas","casual encounters","poconos area","Hello I'm lookin for a older women who hasnt shaved in a long time my fetish love that here does your girl have what I'm lookin 4 can you share let me worship her  me tall 48 young here descreet","2014-09-07T09:36:23-0400","2014-09-07T09:36:23-0400",0,"http://poconos.craigslist.org","ppp"
"204","4656505823","http://poconos.craigslist.org/cas/4656505823.html","4656505823","Sep 7","Looking for something fun.","t4m","21","cas","casual encounters","east stroudsburg","21 years old, thin, submissive, feminine, pale, young, girly, and insatiably slutty. 
Love rough kinky degrading sex. 
Love light verbal and physical abuse. (a few bruises on my ass are welcome and fine)
Love groups of men
Love a public audience. 
I'm not looking for a quick or gentle fuck. 
Throw me down, take charge, humiliate me, degrade me, tie me up, restrain me, slap me, use me, Fuck me, and keep fucking me really, really fucking hard. 
Multiple or large groups of men go to the front of the line.
Creative voyeuristic ideas and locations go to the front of the line.
Collar and leash / pet play + bondage go to front of the line. 
Black cock or anything 10 inches + goes to the front of the line.
All of the above is the ideal. 
Looking to meet for drinks quickly and then go someplace. Preferably under the context of a forced kidnapping and rape type (fantsy) situation.
I can host though if need be, and have ideas for that as well.
Looking for immediately. All participants must be infection, drug, and disease free, clean, and HIV negative, as am I.","2014-09-07T10:42:47-0400","2014-09-07T10:42:47-0400",0,"http://poconos.craigslist.org","ppp"
"205","4656532644","http://poconos.craigslist.org/cas/4656532644.html","4656532644","Sep 7","feminize me","m4m","50","cas","casual encounters","stroudsburg","50yo man, ready to be feminized. All yours. Just come in and do it.
Staying in a hotel. Msg me and you will have fun.
Never done it, my loss your gain, come in, get it and get in.","2014-09-07T11:04:07-0400","2014-09-07T11:04:07-0400",0,"http://poconos.craigslist.org","ppp"
"206","4656576535","http://poconos.craigslist.org/cas/4656576535.html","4656576535","Sep 7","Searching for my Pillow Princess.","w4w","21","cas","casual encounters","east stroudsburg","Hi there.
I'm searching for a pillow princess type of girl. I'm very experienced in what I do and love to do it. It's truly a pleasure :)
Just oral, just for you. There is nothing needed in return and no reciprocation desired. 
Your in control, you call the shots, and I happily follow. However you like, for however long you like it. Your the captain ~
The picture is my own. 
I'm 21 years old, very thin, pale creamy skin tone, speckled green eyes, brunet hair, very clean, polite, kind, courteous, an yes, (this is where I request you read in detail) I am trans.
More of a CD really for those who are curious. The reason I say trans though is that aside from a naturally feminine figure and clothes, is that my general personality and mindset, including my personal habits and behaviors, are much closer to that of a female than any gay or straight male. 
I am open minded and Bi sexual (Pan really) and open to any ideas you have in mind.
My only request is that you please respect my decisions regarding sexuality and who I perceive myself to be. I respect and value all opinions on the matter and entirely understand why some of you may not be interested due to this.
However, while I do respect your point of view, I also request that you do not shame me for mine and allow me, at least for a short while longer, to continue this post. Not for you, but for the sake of any and all readers who may be either supportive or interested in what it is I have to offer. 
For any still reading, I greatly appreciate your support. Even if this isn't your cup of tea, I truly appreciate you taking the time from your day to read this if nothing else.
I hope everyone here has a fantastic day, and even if its completely platonic, or even just for the sake of curiosity, I look forward to any and all responses regarding this post. Or even just chat in general. If you just need to vent about your day that's fine too. I'm great at listening. 
Anywho, have fun, stay safe, and thank you all for reading this :)","2014-09-07T11:35:41-0400","2014-09-07T11:35:41-0400",0,"http://poconos.craigslist.org","ppp"
"207","4656616500","http://poconos.craigslist.org/cas/4656616500.html","4656616500","Sep 7","looking to fuck now","m4m",NA,"cas","casual encounters","Stroudburg.","32 and under only ,   seven and half cut.   240 and horny.    Stroudsburg area.  five seven zero six eight eight eight nine seven six . Text with all stats in first tex.  my place.","2014-09-07T12:03:41-0400","2014-09-07T12:03:41-0400",0,"http://poconos.craigslist.org","ppp"
"208","4656653297","http://poconos.craigslist.org/cas/4656653297.html","4656653297","Sep 7","Hosting bi mwm in hotel","m4m",NA,"cas","casual encounters","Bartonsville","Mwm 51 gl nice body nice cock looking for in shape guys for hj jo 69 ,would also like to top a nice thin ass safely fuck u while u jerk off in hotel till mom morning please be clean safe and in shape I play safe only stats and pic in first email","2014-09-07T12:28:25-0400","2014-09-07T12:28:25-0400",0,"http://poconos.craigslist.org","ppp"
"209","4656661782","http://poconos.craigslist.org/m4w/4656661782.html","4656661782","Sep 7","Looking for LTR or Maybe FWB",NA,"57","m4w","men seeking women",NA,"Hello
Ok I am 57yo. looking for a lady to spend time with really hoping for LTR but I am also open to FWB and see where that might go. Not looking for one night stands or any one thats a pro. ( you know what I mean) Dating seeing different things ect. Me 6'2"" 225lbs (same as in school) not fat but bigger guy . Not looking for BBW ( sorry) but some one of average to smaller build. Most anything else is open at this point so don't be afraid to ask. I have what I need just missing the one thing I want, some one to share with. You must send photo with your reply, email without photo and a little info about you will be deleted without an answer. Emails only at this point if we sound like a good match then number will follow. Would like some one a little younger than myself. 40+ is fine.
Update I'm not looking for dozens of emails, Just a few and then get together to meet or a few phone calls then meet. Please say where your are located and age in first email your pic. will get mine if I'm interested. Please no scammers ,Also no Info pic or location will be deleted without answer.","2014-09-07T12:34:01-0400","2014-09-07T12:34:01-0400",0,"http://poconos.craigslist.org","ppp"
"210","4656698312","http://poconos.craigslist.org/cas/4656698312.html","4656698312","Sep 7","Sexy Young Professional","w4m","22","cas","casual encounters",NA,"I'm a 22 year old young professional seeking for a guy my age or a bit older. Looking for a good time and great sex. I'm D&D free. I'm very attractive.","2014-09-07T12:58:17-0400","2014-09-07T12:58:17-0400",0,"http://poconos.craigslist.org","ppp"
"211","4656710579","http://poconos.craigslist.org/cas/4656710579.html","4656710579","Sep 7","Any Female to Male (FtM) trans men out there?","m4t","21","cas","casual encounters","east stroudsburg","Its a little strange but I love the idea and concept of a female to male transgender and think it would be incredibly sexy to hang out with one. If there are any of you out there definitely feel free to hit me up any time. I would love to make your day :)
21 years of age, 6ft tall, 145 lbs, thin, fit, white, brown hair, green eyes, open minded, very high libido, bi, versatile, discreet, disease free, well groomed, 7 inches, have my own place, and can always host ~","2014-09-07T13:06:38-0400","2014-09-07T13:06:38-0400",0,"http://poconos.craigslist.org","ppp"
"212","4656726220","http://poconos.craigslist.org/cas/4656726220.html","4656726220","Sep 7","love to eat pussy, and fuck","m4w","52","cas","casual encounters","Stroudsburg","Just looking for a discreet female who would like some oral sex and some good fucking. NOT LOOKING FOR HOOKERS!!! I enjoy giving oral until you cum, and lick up every drop. I'm 52 years old and want a woman close to my age. MARRIED OR SINGLE IS FINE. SEND PICS FOR REPLY.  WILL REPLY TO PHOTOS ONLY.","2014-09-07T13:17:15-0400","2014-09-07T13:17:15-0400",0,"http://poconos.craigslist.org","ppp"
"213","4656745844","http://poconos.craigslist.org/stp/4656745844.html","4656745844","Sep 7","Looking to hire a model","m4w",NA,"stp","strictly platonic",NA,"I am a photographer who is looking to work with a first time model.  Serious inquiries only please.","2014-09-07T13:30:18-0400","2014-09-07T13:30:18-0400",0,"http://poconos.craigslist.org","ppp"
"214","4656758014","http://poconos.craigslist.org/cas/4656758014.html","4656758014","Sep 7","Younger smooth guy to drain my cock","m4m",NA,"cas","casual encounters","Poconos","I am 33, decent shape, ddf, wm looking for a younger guy. Prefer smooth body with a nice round ass. Looking for someone to suck me, rim, and lick my balls. Might fuck an ass if I get turned on enough. I can host or car fun. Looking for asap. Send a body pic, not a dick pic. Put ""I love cock"" in the headline.","2014-09-07T13:38:07-0400","2014-09-07T13:38:07-0400",0,"http://poconos.craigslist.org","ppp"
"215","4656762848","http://poconos.craigslist.org/cas/4656762848.html","4656762848","Sep 7","I want to watch","m4mw",NA,"cas","casual encounters",NA,"Hi, 50's male, wanting to explore a voyeuristic fantasy and would like to watch a couple. No contact necessary, just want to get off watching. (Open to your wants too though). I can host, or travel a reasonable distance.","2014-09-07T13:41:22-0400","2014-09-07T13:41:22-0400",0,"http://poconos.craigslist.org","ppp"
"216","4656800302","http://poconos.craigslist.org/cas/4656800302.html","4656800302","Sep 7","head","m4m",NA,"cas","casual encounters","east stroudsburg","Straight guy just horny asf and would like some great head if you are up for the job hmu","2014-09-07T14:05:50-0400","2014-09-07T14:05:50-0400",0,"http://poconos.craigslist.org","ppp"
"217","4656809612","http://poconos.craigslist.org/cas/4656809612.html","4656809612","Sep 7","Mature  Girlie","m4t","69","cas","casual encounters","east stroudsburg","I'm looking for a mature , older , submissive c/d or girlie boy who has someplace for us to play . Retired would be a plus . You must love to dress up or at least love to wear panties and bra's , you don't have to be passable , just sexy !","2014-09-07T14:11:42-0400","2014-09-07T14:11:42-0400",0,"http://poconos.craigslist.org","ppp"
"218","4656834287","http://poconos.craigslist.org/cas/4656834287.html","4656834287","Sep 7","Head for Head","m4m",NA,"cas","casual encounters","tobyhanna","head for head hosting till 4pm  53 yrs old 6'4 210 pounds lets do it xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","2014-09-07T14:27:27-0400","2014-09-07T14:27:27-0400",0,"http://poconos.craigslist.org","ppp"
"219","4656868910","http://poconos.craigslist.org/cas/4656868910.html","4656868910","Sep 7","Seeking sexy SWF","m4w","36","cas","casual encounters","Stroudsburg","Single male, 6'0"" tall, mixed Spanish/Italian,athlet build, well-endowed, drug/disease free, very oral, seeks a White female, age 24-54, for intimate time I have been told I am handsome. I feel younger than my age. I prefer women that curvy with a slim or medium/thick build. When replying put the name of your favorite color in the subject line so I know you are not a spammer. No smokers. No couples.","2014-09-07T14:49:30-0400","2014-09-07T14:49:30-0400",0,"http://poconos.craigslist.org","ppp"
"220","4656900460","http://poconos.craigslist.org/m4w/4656900460.html","4656900460","Sep 7","In defense of the older man",NA,NA,"m4w","men seeking women","Poconos","Ok, I have posted on here and I believe it is perhaps the age that is a deterrent. So here I am writing why an older guy might be right for you. It is true as we all grow older we loose the youhful looks we dream about but along with that comes experience and patience. Experience both in and out of bed. We have grown patient as we know the best things develop over time. The patience to deal with others less patient. Along with youful looks we loose that horney drive that makes us all crazy with lust and want it 24/7. At the same time we appreciate the build up and the tenderness associated with great love making. Its not the 60 second release but the hours of build up. Furthermore we are more appreciative. Last but not least we tend to look for lasting relationships. We no longer have the time to go relationship hopping. We take more time to see if this is a good one. We aren't so eager to jump in just because we get a reply. We look to get to know our partner and allow them to get to know us before jumping into a relaionship.
Want a sample give me a reply.","2014-09-07T15:09:31-0400","2014-09-07T15:09:31-0400",0,"http://poconos.craigslist.org","ppp"
"221","4656935929","http://poconos.craigslist.org/cas/4656935929.html","4656935929","Sep 7","Show Me your Pierced Titties","m4w",NA,"cas","casual encounters",NA,"Love pierced Titties all shapes and sizes, if you want to show em off I wanna see em, if u send me some, I will send u some...Over 18 or don't bother.","2014-09-07T15:32:29-0400","2014-09-07T15:32:29-0400",0,"http://poconos.craigslist.org","ppp"
"222","4657058441","http://poconos.craigslist.org/cas/4657058441.html","4657058441","Sep 7","Looking for Monday","m4m",NA,"cas","casual encounters","Stroudsburg","Mature bottom looking for top. Can host on Monday mid morning.
Will meet in my garage. Private area.
Will have panty hose and panties on under street clothes.
Strip off my street clothes. Turn me over your lap or tie me to the rafters.
Play and pull my nipples and slap my dick.
spank my ass hard and turn it bright red and then slide your dick in my hot ass.
looking Monday 
Will have lube and condoms. 
Safe sex only
Please include stats. No pros 
Put red ass in subject area","2014-09-07T16:55:35-0400","2014-09-07T16:55:35-0400",0,"http://poconos.craigslist.org","ppp"
"223","4657059395","http://poconos.craigslist.org/cas/4657059395.html","4657059395","Sep 7","Road fun","m4w","32","cas","casual encounters","Pocono","Single guy looking for a bj and in return I will be able to help you out email for more info","2014-09-07T16:56:15-0400","2014-09-07T16:56:15-0400",0,"http://poconos.craigslist.org","ppp"
"224","4657121055","http://poconos.craigslist.org/cas/4657121055.html","4657121055","Sep 7","Lets go for a drive in the country honey!","m4w",NA,"cas","casual encounters",NA,"Lets go for a drive in my Porsche. You wear a dress, no undies. Me very horny. Every chance i get i grope you. my hand in your thighs and pussy. At the light you take my hand and use it like a dildo. I pull my finger out and taste it. Next it goes in your ass and then into my mouth. you watch me and ask how it tastes. I say good. you masturbate while im driving and put your fingers in my mouth for a taste often mmmmm. you are such a dirty girl I love you. It is nice to have money and be able to satisfy your fetishes. Makes me feel sad for the rest of the poor slobs. The girl in the pic I actually met at ""Crazies"" by the bridge in Rumson. OMG she was so wet the whole time she was in my car. We had a blast! Most girls are so fucking boring but not her. We never stopped laughing the whole time. Mmmmm She knew exactly how to be a very sexy girl, she knew what a guy likes. Very rare.  After reading this you will be grabbing you vibrator mmmmmmmmmm","2014-09-07T17:39:33-0400","2014-09-07T17:39:33-0400",0,"http://poconos.craigslist.org","ppp"
"225","4657158010","http://poconos.craigslist.org/m4w/4657158010.html","4657158010","Sep 7","friends maybe more?",NA,"25","m4w","men seeking women","mount pocono","Would like to find a girl who wants a relationship to last! I would like to get to know eachother first and become friends then whatever happens happends!","2014-09-07T18:05:56-0400","2014-09-07T18:05:56-0400",0,"http://poconos.craigslist.org","ppp"
